joint,raw_rmse_deg,settled_rmse_deg,rmse_start_time_s,num_total_samples,num_rmse_samples
shoulder_pan,2.4709529950559337,2.2383905975155964,3.0,1113,1024
shoulder_lift,1.294889562373769,1.2211705496114187,3.0,1113,1024
elbow_flex,4.231272384965748,2.077945718594868,3.0,1113,1024
wrist_flex,1.0035394123431096,0.8269943770324403,3.0,1113,1024
wrist_roll,0.38070711017187164,0.38519175013694773,3.0,1113,1024
