stamp,frame,ik_ok,ik_error_m,target_x,target_y,target_z,actual_ee_x,actual_ee_y,actual_ee_z,target_shoulder_pan_rad,actual_shoulder_pan_rad,target_shoulder_lift_rad,actual_shoulder_lift_rad,target_elbow_flex_rad,actual_elbow_flex_rad,target_wrist_flex_rad,actual_wrist_flex_rad,target_wrist_roll_rad,actual_wrist_roll_rad,target_gripper_rad,actual_gripper_rad
1782019306.1779177,0,1,1.4037640209756063e-07,0.18,0.0,0.13470588235294118,0.12290951660981829,0.025172367667761902,-0.015027547999147989,-0.0001404403828852446,-0.28999316802367325,-1.4246442581510874,-1.5443286963800376,0.7753390459563527,1.6340884864826029,1.375998893215483,1.2144422883107795,0.0012047391550493757,-0.01150766539776481,0.0,0.019379880655717573
1782019306.20353,1,1,5.936940921538637e-05,0.18,1.458399010241918e-06,0.1347653323885074,0.12290951660981829,0.025172367667761902,-0.015027547999147989,-0.0001404403828852446,-0.28999316802367325,-1.4246442581510874,-1.5443286963800376,0.7753390459563527,1.6340884864826029,1.375998893215483,1.2144422883107795,0.0012047391550493757,-0.01150766539776481,0.0,0.019379880655717573
1782019306.2378879,2,1,1.4410016840079035e-05,0.18,1.1649929437829385e-05,0.1349429891188504,0.12076903106126036,0.024533621764819335,-0.015470945630212507,-0.0002135546348117058,-0.28999316802367325,-1.425167874603886,-1.538191274834563,0.7745635340355757,1.6325541310962344,1.3760008515464655,1.2251827760153602,0.0012005986194874934,-0.01150766539776481,0.0,0.01823988767596948
1782019306.2713516,3,1,2.0346645454543442e-05,0.18,3.922157548604358e-05,0.13523678067339548,0.11627247435466216,0.0200551998438838,-0.014284661769679241,-0.0003947341571711816,-0.25316863875082585,-1.4258732280363606,-1.5075041671071903,0.773552433647859,1.6095388003007047,1.3760723070429663,1.2589385945154703,0.001190458057029642,-0.0038358884659216034,0.0,0.017099894696221387
1782019306.3048155,4,1,2.8353781472749804e-05,0.18,9.264880009687977e-05,0.1356432813518373,0.11723844915992081,0.01523243413466659,-0.006998305079428238,-0.0007502088653798295,-0.19179442329608018,-1.4268489045863118,-1.4768170593798173,0.7721557643439194,1.548164584845959,1.3761715825827983,1.298831834561055,0.0011705635270101236,-0.002301533079552962,0.0,0.017099894696221387
1782019306.3382587,5,1,3.645929908647275e-05,0.18,0.00018015171036642137,0.13615775236326277,0.12642212003017067,0.011371799000467323,0.007274400616419166,-0.0013389285112419577,-0.1288858524549659,-1.4280890572518414,-1.461473505516131,0.7703837050882338,1.4499658401183662,1.3762981584905019,1.3310532976747964,0.0011376169968950157,-0.0038358884659216034,0.0,0.017099894696221387
1782019306.3716702,6,1,4.4370330262722346e-05,0.18,0.0003096135150373797,0.13677419809295957,0.14022480876784033,0.008114661147385821,0.02709934762480405,-0.002216923163194228,-0.07978648009116934,-1.4295767131406654,-1.4491986624251818,0.7682591805454765,1.3272174092088749,1.3764429171354446,1.3479312069248515,0.0010884771593841118,-0.002301533079552962,0.0,0.017099894696221387
1782019306.4051294,7,1,5.2034481839811354e-05,0.18,0.0004885020063135433,0.13748543714227515,0.15404738055988926,0.006757360057168609,0.05028707713270174,-0.003437290318910069,-0.058305504682008374,-1.4312900419834,-1.444595596266076,0.7658106500760589,1.1983315567539088,1.3765929431432982,1.3571373392430632,0.0010201639033611321,-0.005370243852290245,0.0,0.017099894696221387
1782019306.4385216,8,1,5.9464764184039045e-05,0.18,0.0007237947713632435,0.13828318719009136,0.1653797981045271,0.006055861094862694,0.07503222309774689,-0.005049720692608161,-0.04756501697742788,-1.4332035874850142,-1.4461299516524446,0.7630709748933944,1.0725144150716803,1.3767334039060466,1.363274760788538,0.0009298863743426347,-0.005370243852290245,0.0,0.017099894696221387
1782019306.4719906,9,1,6.670498040675924e-05,0.18,0.001021908805732097,0.1391581625414053,0.17222345845487097,0.005754219683686024,0.09535410959944227,-0.007099997518283368,-0.04296195081832196,-1.4352888234064063,-1.447664307038813,0.7600767851139215,0.9743156703440873,1.3768483831907221,1.3663434715612752,0.0008150716533009235,-0.0038358884659216034,0.0,0.017099894696221387
