stamp,frame,ik_ok,ik_error_m,target_x,target_y,target_z,actual_ee_x,actual_ee_y,actual_ee_z,target_shoulder_pan_rad,actual_shoulder_pan_rad,target_shoulder_lift_rad,actual_shoulder_lift_rad,target_elbow_flex_rad,actual_elbow_flex_rad,target_wrist_flex_rad,actual_wrist_flex_rad,target_wrist_roll_rad,actual_wrist_roll_rad,target_gripper_rad,actual_gripper_rad
1781681406.4297986,0,1,1.4037640209756063e-07,0.18,0.0,0.13470588235294118,0.17971421926204512,-0.003932488257576104,0.1409585468964776,-0.0001404403828852446,0.027618396954635544,-1.4246442581510874,-1.456870439357025,0.7753390459563527,0.7641089824115834,1.375998893215483,1.3740152484931185,0.0012047391550493757,0.0038358884659216034,0.0,0.014819908736725203
1781681406.4495447,1,1,5.936940921538637e-05,0.18,1.458399010241918e-06,0.1347653323885074,0.17971421926204512,-0.003932488257576104,0.1409585468964776,-0.0001404403828852446,0.027618396954635544,-1.4246442581510874,-1.456870439357025,0.7753390459563527,0.7641089824115834,1.375998893215483,1.3740152484931185,0.0012047391550493757,0.0038358884659216034,0.0,0.014819908736725203
1781681406.4901986,2,1,1.4410016840079035e-05,0.18,1.1649929437829385e-05,0.1349429891188504,0.1797248109533227,-0.0032838318736732714,0.13961069746250673,-0.0002135546348117058,0.02301533079552962,-1.425167874603886,-1.4538017285842877,0.7745635340355757,0.7687120485706893,1.3760008515464655,1.3740152484931185,0.0012005986194874934,0.0038358884659216034,0.0,0.01367991575697711
1781681406.5203285,3,1,2.0346645454543442e-05,0.18,3.922157548604358e-05,0.13523678067339548,0.17975426238667938,-0.002419276125536116,0.1385994378653112,-0.0003947341571711816,0.016877909250055056,-1.4258732280363606,-1.4507330178115505,0.773552433647859,0.7717807593434266,1.3760723070429663,1.3740152484931185,0.001190458057029642,0.0038358884659216034,0.0,0.01367991575697711
1781681406.5534668,4,1,2.8353781472749804e-05,0.18,9.264880009687977e-05,0.1356432813518373,0.17979142908961393,-0.0022035688351989997,0.13842980406588468,-0.0007502088653798295,0.015343553863686413,-1.4268489045863118,-1.4491986624251818,0.7721557643439194,0.7717807593434266,1.3761715825827983,1.3740152484931185,0.0011705635270101236,0.0038358884659216034,0.0,0.01367991575697711
1781681406.5896277,5,1,3.645929908647275e-05,0.18,0.00018015171036642137,0.13615775236326277,0.1797946438999657,-0.0019872895305282387,0.13842980463980126,-0.0013389285112419577,0.013809198477317772,-1.4280890572518414,-1.4491986624251818,0.7703837050882338,0.7717807593434266,1.3762981584905019,1.3740152484931185,0.0011376169968950157,0.0038358884659216034,0.0,0.01367991575697711
1781681406.6231692,6,1,4.4370330262722346e-05,0.18,0.0003096135150373797,0.13677419809295957,0.1797946438999657,-0.0019872895305282387,0.13842980463980126,-0.002216923163194228,0.013809198477317772,-1.4295767131406654,-1.4491986624251818,0.7682591805454765,0.7717807593434266,1.3764429171354446,1.3740152484931185,0.0010884771593841118,0.0038358884659216034,0.0,0.01367991575697711
1781681406.655406,7,1,5.2034481839811354e-05,0.18,0.0004885020063135433,0.13748543714227515,0.17982800523556108,-0.001987749591734314,0.13826011887401288,-0.003437290318910069,0.013809198477317772,-1.4312900419834,-1.447664307038813,0.7658106500760589,0.7717807593434266,1.3765929431432982,1.3740152484931185,0.0010201639033611321,0.0038358884659216034,0.0,0.01367991575697711
1781681406.6923673,8,1,5.9464764184039045e-05,0.18,0.0007237947713632435,0.13828318719009136,0.17982800523556108,-0.001987749591734314,0.13826011887401288,-0.005049720692608161,0.013809198477317772,-1.4332035874850142,-1.447664307038813,0.7630709748933944,0.7717807593434266,1.3767334039060466,1.3740152484931185,0.0009298863743426347,0.0038358884659216034,0.0,0.01367991575697711
1781681406.720666,9,1,6.670498040675924e-05,0.18,0.001021908805732097,0.1391581625414053,0.17982124219920004,-0.0024204053877898,0.1382601177259219,-0.007099997518283368,0.016877909250055056,-1.4352888234064063,-1.447664307038813,0.7600767851139215,0.7717807593434266,1.3768483831907221,1.3740152484931185,0.0008150716533009235,0.0038358884659216034,0.0,0.01367991575697711
