stamp,frame,ik_ok,ik_error_m,target_x,target_y,target_z,actual_ee_x,actual_ee_y,actual_ee_z,target_shoulder_pan_rad,actual_shoulder_pan_rad,target_shoulder_lift_rad,actual_shoulder_lift_rad,target_elbow_flex_rad,actual_elbow_flex_rad,target_wrist_flex_rad,actual_wrist_flex_rad,target_wrist_roll_rad,actual_wrist_roll_rad,target_gripper_rad,actual_gripper_rad
1781681858.8132281,0,1,1.4037640209756063e-07,0.18,0.0,0.13470588235294118,0.1792090298503121,0.014465247563633246,0.14365065782669645,-0.0001404403828852446,-0.10280181088669897,-1.4246442581510874,-1.456870439357025,0.7753390459563527,0.7518341393206344,1.375998893215483,1.3740152484931185,0.0012047391550493757,0.0007671776931843208,0.0,0.01367991575697711
1781681858.8341866,1,1,5.936940921538637e-05,0.18,1.458399010241918e-06,0.1347653323885074,0.1792090298503121,0.014465247563633246,0.14365065782669645,-0.0001404403828852446,-0.10280181088669897,-1.4246442581510874,-1.456870439357025,0.7753390459563527,0.7518341393206344,1.375998893215483,1.3740152484931185,0.0012047391550493757,0.0007671776931843208,0.0,0.01367991575697711
1781681858.8675203,2,1,1.4410016840079035e-05,0.18,1.1649929437829385e-05,0.1349429891188504,0.17912110838395007,0.014238678477413592,0.14196807423352417,-0.0002135546348117058,-0.10126745550033033,-1.425167874603886,-1.456870439357025,0.7745635340355757,0.7595059162524775,1.3760008515464655,1.3740152484931185,0.0012005986194874934,0.0007671776931843208,0.0,0.01367991575697711
1781681858.9050286,3,1,2.0346645454543442e-05,0.18,3.922157548604358e-05,0.13523678067339548,0.17947850084040445,0.00949308638090715,0.13944146521895745,-0.0003947341571711816,-0.06751163700022023,-1.4258732280363606,-1.452267373197919,0.773552433647859,0.7687120485706893,1.3760723070429663,1.3740152484931185,0.001190458057029642,0.0007671776931843208,0.0,0.01367991575697711
1781681858.9360952,4,1,2.8353781472749804e-05,0.18,9.264880009687977e-05,0.1356432813518373,0.17970936413044508,0.0066893367792306025,0.13910206152486304,-0.0007502088653798295,-0.04756501697742788,-1.4268489045863118,-1.4491986624251818,0.7721557643439194,0.7687120485706893,1.3761715825827983,1.3740152484931185,0.0011705635270101236,0.0007671776931843208,0.0,0.01367991575697711
1781681858.973762,5,1,3.645929908647275e-05,0.18,0.00018015171036642137,0.13615775236326277,0.17976497843784206,0.0053921663467250535,0.1391020580827044,-0.0013389285112419577,-0.03835888465921604,-1.4280890572518414,-1.4491986624251818,0.7703837050882338,0.7687120485706893,1.3762981584905019,1.3740152484931185,0.0011376169968950157,0.0007671776931843208,0.0,0.012539922777229016
1781681859.0050454,6,1,4.4370330262722346e-05,0.18,0.0003096135150373797,0.13677419809295957,0.17979541927502998,0.0045271253724039635,0.1391020557872403,-0.002216923163194228,-0.03222146311374147,-1.4295767131406654,-1.4491986624251818,0.7682591805454765,0.7687120485706893,1.3764429171354446,1.3740152484931185,0.0010884771593841118,0.0007671776931843208,0.0,0.012539922777229016
1781681859.040453,7,1,5.2034481839811354e-05,0.18,0.0004885020063135433,0.13748543714227515,0.179820550451115,0.0036619138631117736,0.1391020534913237,-0.003437290318910069,-0.026084041568266905,-1.4312900419834,-1.4491986624251818,0.7658106500760589,0.7687120485706893,1.3765929431432982,1.3740152484931185,0.0010201639033611321,0.0007671776931843208,0.0,0.012539922777229016
1781681859.0723577,8,1,5.9464764184039045e-05,0.18,0.0007237947713632435,0.13828318719009136,0.17982600349525968,0.0034455881587909945,0.139102052917284,-0.005049720692608161,-0.024549686181898265,-1.4332035874850142,-1.4491986624251818,0.7630709748933944,0.7687120485706893,1.3767334039060466,1.3740152484931185,0.0009298863743426347,0.0007671776931843208,0.0,0.012539922777229016
1781681859.106857,9,1,6.670498040675924e-05,0.18,0.001021908805732097,0.1391581625414053,0.17982600349525968,0.0034455881587909945,0.139102052917284,-0.007099997518283368,-0.024549686181898265,-1.4352888234064063,-1.4491986624251818,0.7600767851139215,0.7687120485706893,1.3768483831907221,1.3740152484931185,0.0008150716533009235,0.0007671776931843208,0.0,0.012539922777229016
